CLAVE;SITIO;ORGANISMO_DE_CUENCA;ESTADO;MUNICIPIO;CUENCA;CUERPO DE AGUA;TIPO;SUBTIPO;LONGITUD;LATITUD;PERIODO;DBO_mg/L;CALIDAD_DBO;DQO_mg/L;CALIDAD_DQO;SST_mg/L;CALIDAD_SST;COLI_FEC_NMP_100mL;CALIDAD_COLI_FEC;E_COLI_NMP_100mL;CALIDAD_E_COLI;ENTEROC_NMP_100mL;CALIDAD_ENTEROC;OD_PORC;CALIDAD_OD_PORC;OD_PORC_SUP;CALIDAD_OD_PORC_SUP;OD_PORC_MED;CALIDAD_OD_PORC_MED;OD_PORC_FON;CALIDAD_OD_PORC_FON;TOX_D_48_UT;CALIDAD_TOX_D_48;TOX_V_15_UT;CALIDAD_TOX_V_15;TOX_D_48_SUP_UT;CALIDAD TOX_D_48_SUP;TOX_D_48_FON_UT;CALIDAD_TOX_D_48_FON;TOX_FIS_SUP_15_UT;CALIDAD_TOX_FIS_SUP_15;TOX_FIS_FON_15_UT;CALIDAD_TOX_FIS_FON_15;SEMAFORO;CONTAMINANTES;CUMPLE_CON_DBO;CUMPLE_CON_DQO;CUMPLE_CON_SST;CUMPLE_CON_CF;CUMPLE_CON_E_COLI;CUMPLE_CON_ENTEROC;CUMPLE_CON_OD;CUMPLE_CON_TOX;GRUPO
DLAGU8;PRESA EL SAUCILLO 100M AGUAS ARRIBA DE LA CORTINA;LERMA SANTIAGO PACIFICO;AGUASCALIENTES;RINCON DE ROMOS;RIO SAN PEDRO;PRESA EL SAUCILLO;LENTICO;PRESA;-10.233.911;2.224.730;2020;6;Buena calidad;54.08;Contaminada;13.75;Excelente;1162;Contaminada;98;Excelente;;;;;46.8;Aceptable;;;;;;;;;<1;No Toxico;;;<1;No Toxico;;;Rojo;DQO,CF,;SI;NO;SI;NO;SI;ND;SI;SI;LENTICO
DLBAJ100;LOS CABOS SEG 22, 2 ISA10B;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN JOSE DEL CABO;OCEANO PACIFICO;COSTERO;OCEANO-MAR;-10.984.290;2.290.473;2020;;;;;<10;Excelente;;;;;20;Excelente;;;92;Excelente;95.4;Excelente;92.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ101;LOS CABOS SEG 22, 1 ISA10B;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN LUCAS;OCEANO PACIFICO;COSTERO;OCEANO-MAR;-10.986.442;2.289.880;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;92;Excelente;95.4;Excelente;92.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ102;LOS CABOS 3;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN LUCAS;BAHIA SAN LUCAS;COSTERO;BAHIA;-10.988.604;2.289.609;2020;;;;;139.667;Excelente;;;;;<3;Excelente;;;;;;;86.7;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ103;LOS CABOS 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN LUCAS;BAHIA SAN LUCAS;COSTERO;BAHIA;-10.989.657;2.287.694;2020;;;;;<10;Excelente;;;;;30;Excelente;;;96.2;Excelente;95.9;Excelente;95.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ104;BAHIA CABO SAN LUCAS;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN LUCAS;BAHIA SAN LUCAS;COSTERO;BAHIA;-10.990.250;2.288.000;2020;;;;;220.667;Excelente;;;;;<3;Excelente;;;90.1;Excelente;95.2;Excelente;94.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ105;LOS CABOS 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN LUCAS;BAHIA SAN LUCAS;COSTERO;BAHIA;-10.990.540;2.288.310;2020;;;;;139.667;Excelente;;;;;90;Excelente;;;81.9;Excelente;82.4;Excelente;79.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ106W2;LAGUNA TODOS SANTOS - CENTRO DE LA LAGUNA;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LA PAZ;TODOS SANTOS;TODOS SANTOS;COSTERO;LAGUNA;-11.023.902;2.343.930;2020;;;;;57.85;Buena calidad;;;;;402;Contaminada;;;;;;;146;Contaminada;;;;;;;;;<1;No Toxico;;;Rojo;ENT_FEC,OD%F,;ND;ND;SI;ND;ND;NO;NO;SI;COSTERO
DLBAJ109;MANANTIAL SAN REGIS;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LA PAZ;TODOS SANTOS;TODOS SANTOS;LOTICO;ARROYO;-11.022.379;2.345.805;2020;<2;Excelente;<10;Excelente;33.9;Buena calidad;3873;Contaminada;512;Buena calidad;;;83.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
DLBAJ112;AGUA CALIENTE II;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SANTIAGO;SANTIAGO;LOTICO;ARROYO;-10.980.786;2.343.995;2020;<2;Excelente;<10;Excelente;25.6;Buena calidad;189;Buena calidad;<3;Excelente;;;137;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;OD%L,;SI;SI;SI;SI;SI;ND;NO;SI;LOTICO
DLBAJ120M1;BOCA DE LA SIERRA;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN JOSE DEL CABO;SAN JOSE DEL CABO;LOTICO (HUMEDAL);ARROYO;-10.982.610;2.339.128;2020;4.26;Buena calidad;27.98;Aceptable;14;Excelente;1408;Contaminada;84;Excelente;;;90;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
DLBAJ121;HUMEDAL OASIS DE LA SIERRA EL PILAR 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LA PAZ;LAS POCITAS-SAN HILARIO;HUMEDAL OASIS DE LA SIERRA EL PILAR 1;LOTICO (HUMEDAL);ARROYO;-11.095.153;2.450.289;2020;<2;Excelente;<10;Excelente;<10;Excelente;15531;Fuertemente contaminada;538;Buena calidad;;;25;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
DLBAJ123;OASIS DE LA SIERRA EL PILAR 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LA PAZ;LAS POCITAS-SAN HILARIO;CUERPO DE AGUA DEL HUMEDAL;LOTICO (HUMEDAL);ARROYO;-11.100.268;2.446.953;2020;<2;Excelente;<10;Excelente;<10;Excelente;10;Excelente;<3;Excelente;;;104.8;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
DLBAJ124;MANANTIAL CADUAÑO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SAN JOSE DEL CABO;SAN JOSE DEL CABO;LOTICO (HUMEDAL);CANAL;-10.977.912;2.333.700;2020;6.4;Aceptable;<10;Excelente;<10;Excelente;24196;Fuertemente contaminada;14136;Fuertemente contaminada;;;;;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;ND;SI;LOTICO
DLBAJ126;MANANTIAL SAN BARTOLO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LA PAZ;SAN BARTOLO;SAN BARTOLO;LOTICO;ARROYO;-10.984.545;2.373.546;2020;<2;Excelente;<10;Excelente;<10;Excelente;218;Aceptable;<3;Excelente;;;95.1;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
DLBAJ132;HUMEDAL LOS COMONDU 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;COMONDU;SANTO DOMINGO;HUMEDAL LOS COMONDU 1;LOTICO (HUMEDAL);ARROYO;-11.180.531;2.606.218;2020;<2;Excelente;<10;Excelente;<10;Excelente;663;Aceptable;74;Excelente;;;93.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
DLBAJ133;ESTERO EL COYOTE;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;ESTERO;COSTERO (HUMEDAL);ESTERO;-11.346.249;2.680.955;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;89.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ134;ESTERO SAN JORGE LA POZA GRANDE;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;COMONDU;SANTO DOMINGO;ESTERO;COSTERO;ESTERO;-11.209.347;2.569.695;2020;;;;;195.333;Excelente;;;;;<3;Excelente;;;;;;;101.6;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ135;HUMEDAL LOS COMONDU 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;COMONDU;SANTO DOMINGO;HUMEDAL LOS COMONDU 2;LOTICO (HUMEDAL);ARROYO;-11.183.250;2.603.686;2020;<2;Excelente;<10;Excelente;10.1;Excelente;1408;Contaminada;368;Buena calidad;;;85.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
DLBAJ138;PARQUE NACIONAL BAHIA DE LORETO 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO (HUMEDAL);BAHIA;-11.123.517;2.572.330;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;110.7;Buena calidad;108.6;Excelente;107.9;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ139;BAHIA DE LORETO 4;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO (HUMEDAL);BAHIA;-11.125.830;2.574.527;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;106.3;Excelente;106.7;Excelente;104.9;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ140;PLAYA JUNTO A PUERTO ESCONDIDO BCS SEG 24, 1 ISA8A;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.130.427;2.580.818;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;101.4;Excelente;99.7;Excelente;106.4;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ141;PARQUE NACIONAL BAHIA DE LORETO 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.133.986;2.587.580;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;102.4;Excelente;102.4;Excelente;103.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ143;BAHIA DE LORETO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.133.105;2.583.630;2020;;;;;168.571;Excelente;;;;;<3;Excelente;;;99.3;Excelente;99.6;Excelente;99.6;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ144;BAHIA LORETO 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO (HUMEDAL);BAHIA;-11.133.488;2.600.486;2020;;;;;138.667;Excelente;;;;;<3;Excelente;;;;;;;104.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ145;BAHIA LORETO 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.134.405;2.602.468;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;;;;;105.6;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ146;PARQUE NACIONAL BAHIA DE LORETO 3;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;LORETO;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.132.600;2.606.100;2020;;;;;107.333;Excelente;;;;;<3;Excelente;;;;;114.5;Buena calidad;114.2;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ147;BAHIA CONCEPCION 5;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LORETO;BAHIA CONCEPCION;GOLFO DE CALIFORNIA;COSTERO;BAHIA;-11.177.255;2.656.365;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;;;;;128.2;Aceptable;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ151;BAHIA CONCEPCION 3;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;BAHIA CONCEPCION;BAHIA CONCEPCION;COSTERO;BAHIA;-11.181.470;2.662.937;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;118.4;Buena calidad;116.2;Buena calidad;118;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ152;BAHIA CONCEPCION 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;BAHIA CONCEPCION;BAHIA CONCEPCION;COSTERO;BAHIA;-11.188.428;2.670.713;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;;;;;88.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ153;BAHIA CONCEPCION 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;MULEGE;BAHIA CONCEPCION;COSTERO;BAHIA;-11.193.964;2.688.707;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;;;;;104.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ154;RIO MULEGE (DESEMBOCADURA);PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;MULEGE;TRANSICION RIO - MAR;COSTERO;BAHIA;-11.195.340;2.690.020;2020;;;;;13.8;Excelente;;;;;<3;Excelente;;;;;105.5;Excelente;105;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ155;RIO MULEGE 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;MULEGE;RIO MULEGE;LOTICO;ARROYO;-11.198.679;2.688.692;2020;<2;Excelente;<10;Excelente;<10;Excelente;14136;Fuertemente contaminada;20;Excelente;;;98.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
DLBAJ156;RIO MULEGE 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;MULEGE;RIO MULEGE;LOTICO;ARROYO;-11.198.267;2.688.867;2020;4.98;Buena calidad;15.19;Buena calidad;<10;Excelente;1720;Contaminada;<3;Excelente;;;86.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
DLBAJ159;PLAYA SANTA ROSALIA SEG23, 2 ISA8A;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SANTA AGUEDA;GOLFO DE CALIFORNIA;COSTERO;OCEANO-MAR;-11.226.147;2.733.785;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;86.1;Excelente;83.1;Excelente;81.4;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ160;PLAYA SANTA ROSALIA SEG23, 1 ISA8A;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SANTA ROSALIA;GOLFO DE CALIFORNIA;COSTERO;OCEANO-MAR;-11.226.933;2.735.023;2020;;;;;<10;Excelente;;;;;24196;Fuertemente contaminada;;;87.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Rojo;ENT_FEC,;ND;ND;SI;ND;ND;NO;SI;SI;COSTERO
DLBAJ164;LAGUNA SAN IGNACIO 5;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.317.406;2.696.917;2020;;;;;494.667;Buena calidad;;;;;<3;Excelente;;;;;;;111.9;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ165;LAGUNA SAN IGNACIO 3;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.314.605;2.694.383;2020;;;;;14.92;Excelente;;;;;<3;Excelente;;;;;;;106.1;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ166;LAGUNA SAN IGNACIO 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.314.135;2.690.280;2020;;;;;31.6;Buena calidad;;;;;<3;Excelente;;;;;;;99.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ167;LAGUNA SAN IGNACIO 8;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.317.136;2.687.106;2020;;;;;25.28;Buena calidad;;;;;<3;Excelente;;;96.9;Excelente;93.2;Excelente;80.1;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ168;LAGUNA SAN IGNACIO 7;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.315.000;2.678.600;2020;;;;;13.4;Excelente;;;;;<3;Excelente;;;;;;;102.3;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ169;PLAYA SANTA ROSALIA, EL BOLEO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SANTA ROSALIA;GOLFO DE CALIFORNIA;COSTERO;OCEANO-MAR;-11.229.330;2.737.706;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;86.7;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ170;LAGUNA SAN IGNACIO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;TRANSICION LAGUNA - MAR;COSTERO (HUMEDAL);LAGUNA;-11.327.070;2.673.620;2020;;;;;116.667;Excelente;;;;;<3;Excelente;;;;;;;106;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ171;LAGUNA SAN IGNACIO 2;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN IGNACIO;LAGUNA SAN IGNACIO;COSTERO (HUMEDAL);LAGUNA;-11.326.459;2.681.313;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;;;;;106;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ172;LA BOCANA SEG18, 2 ISA10B;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;PUNTA EUGENIA;ESTERO;COSTERO;ESTERO;-11.370.728;2.678.940;2020;;;;;146.667;Excelente;;;;;<3;Excelente;;;85.7;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ173;LA BOCANA SEG18, 1 ISA10B;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;PUNTA EUGENIA;ESTERO;COSTERO (HUMEDAL);ESTERO;-11.365.367;2.676.086;2020;;;;;14;Excelente;;;;;20;Excelente;;;76.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ174;SAN JUANICO;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;COMONDU;SAN IGNACIO;OCEANO PACIFICO;COSTERO;LAGUNA;-11.247.136;2.625.615;2020;;;;;115.333;Excelente;;;;;<3;Excelente;;;107.7;Excelente;105.5;Excelente;99.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ175;LAGUNA OJO DE LIEBRE 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN LUIS;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.419.292;2.775.162;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;86.5;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ176;LAGUNA OJO DE LIEBRE 5;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;VIZCAINO;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.428.300;2.776.011;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;85.9;Excelente;;;83.7;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ177;LAGUNA OJO DE LIEBRE 3;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;VIZCAINO;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.410.713;2.764.750;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;90.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ178;LAGUNA OJO DE LIEBRE 6;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;VIZCAINO;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.414.141;2.768.167;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;86.1;Excelente;;;84.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ179;LAGUNA OJO DE LIEBRE 7;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;SAN LUIS;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.420.360;2.784.630;2020;;;;;163.333;Excelente;;;;;<3;Excelente;;;83.6;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ180;LAGUNA OJO DE LIEBRE 2 SEG16 ISA10B (DESEMBOCADURA);PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;VIZCAINO;TRANSICION LAGUNA - MAR;COSTERO (HUMEDAL);LAGUNA;-11.427.864;2.786.918;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;93.6;Excelente;89.8;Excelente;87.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ181;LAGUNA OJO DE LIEBRE 4;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;MULEGE;EL ARCO;LAGUNA OJO DE LIEBRE;COSTERO (HUMEDAL);LAGUNA;-11.397.281;2.774.018;2020;;;;;<10;Excelente;;;;;<3;Excelente;;;98.6;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
DLBAJ190;HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;COMONDU;SAN IGNACIO;HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1;LOTICO (HUMEDAL);ARROYO;-11.250.886;2.638.214;2020;<2;Excelente;24.24;Aceptable;<10;Excelente;2613;Contaminada;10;Excelente;;;200;Fuertemente contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,OD%L,;SI;SI;SI;NO;SI;ND;NO;SI;LOTICO
DLBAJ191M1;DESEMBOCADURA ARROYO LAS CUEVAS;PENINSULA DE BAJA CALIFORNIA;BAJA CALIFORNIA SUR;LOS CABOS;SANTIAGO;ARROYO LAS CUEVAS;LOTICO;ARROYO;-10.960.857;2.361.961;2020;5.46;Buena calidad;14.98;Buena calidad;73.4;Buena calidad;495;Aceptable;384;Buena calidad;;;143.07;Contaminada;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;OD%L,;SI;SI;SI;SI;SI;ND;NO;SI;LOTICO
